transaction_id,timestamp,payer_vpa,payee_vpa,amount,category,status,ref_no
UPI55500000,2026-03-13T19:16:55.389Z,customer_5608@upi,subhashmehta@okaxis,8500,manufacturing,SUCCESS,REF445189
UPI59257330,2026-05-18T19:16:55.389Z,customer_9199@upi,rahulchauhan@okaxis,15000,auto_ancillary,SUCCESS,REF714475
UPI22713734,2026-04-04T19:16:55.389Z,krishnasharma@okaxis,customer_1343@upi,1200,fmcg_wholesale,SUCCESS,REF194641
UPI35591435,2026-07-13T19:16:55.389Z,customer_7013@upi,rakeshsaxena@okaxis,8500,fmcg_wholesale,SUCCESS,REF949575
UPI14279320,2026-06-28T19:16:55.389Z,customer_9847@upi,chetankhan@okaxis,5000,retail,SUCCESS,REF509834
UPI81832947,2026-03-16T19:16:55.389Z,customer_8151@upi,tarunpatel@okaxis,15000,plastics_packaging,SUCCESS,REF772638
UPI17974537,2026-06-06T19:16:55.389Z,jagdishghosh@okaxis,customer_4897@upi,75000,pharma_distribution,SUCCESS,REF401878
UPI29092978,2026-03-06T19:16:55.389Z,customer_3724@upi,varunbansal@okaxis,48000,pharma_distribution,SUCCESS,REF428109
UPI48243827,2026-05-26T19:16:55.389Z,customer_1938@upi,prakashroy@okaxis,25000,fmcg_wholesale,SUCCESS,REF548553
UPI85149305,2026-06-04T19:16:55.389Z,sachinnambiar@okaxis,customer_7510@upi,15000,services,SUCCESS,REF527098
UPI96198302,2026-06-20T19:16:55.389Z,customer_8080@upi,prakashroy@okaxis,48000,fmcg_wholesale,SUCCESS,REF394301
UPI94446373,2026-05-23T19:16:55.389Z,customer_8954@upi,prakashpatel@okaxis,8500,textile,SUCCESS,REF347384
UPI49615740,2026-07-22T19:16:55.389Z,sunilbhattacharya@okaxis,customer_5103@upi,15000,food_processing,SUCCESS,REF350235
UPI28095293,2026-06-02T19:16:55.389Z,sameerreddy@okaxis,customer_4166@upi,8500,plastics_packaging,SUCCESS,REF333410
UPI32940586,2026-03-21T19:16:55.389Z,customer_1449@upi,tarunsinghal@okaxis,25000,food_processing,SUCCESS,REF994131
UPI83873842,2026-05-17T19:16:55.389Z,customer_5924@upi,shilpasinghal@okaxis,25000,textile,SUCCESS,REF696288
UPI87283950,2026-07-24T19:16:55.389Z,customer_9231@upi,sunildeshmukh@okaxis,8500,fmcg_wholesale,SUCCESS,REF170435
UPI36226466,2026-06-01T19:16:55.389Z,ishajha@okaxis,customer_5673@upi,8500,plastics_packaging,SUCCESS,REF613796
UPI90423611,2026-05-31T19:16:55.389Z,raviverma@okaxis,customer_9225@upi,75000,retail,SUCCESS,REF590258
UPI86264274,2026-06-12T19:16:55.389Z,sachinnambiar@okaxis,customer_4524@upi,500,services,SUCCESS,REF730378
UPI96804012,2026-07-14T19:16:55.389Z,customer_2877@upi,rahulkhan@okaxis,8500,textile,SUCCESS,REF931377
UPI61765046,2026-03-22T19:16:55.389Z,customer_5255@upi,jagdishbansal@okaxis,500,manufacturing,SUCCESS,REF857145
UPI17536265,2026-08-09T19:16:55.389Z,kavitapatel@okaxis,customer_7297@upi,48000,services,SUCCESS,REF138236
UPI27173225,2026-08-11T19:16:55.389Z,customer_1310@upi,deepakswaminathan@okaxis,48000,electronics_hardware,SUCCESS,REF971875
UPI80398148,2026-05-01T19:16:55.389Z,priyareddy@okaxis,customer_2264@upi,1200,fmcg_wholesale,SUCCESS,REF521948
UPI53599922,2026-08-03T19:16:55.389Z,customer_7800@upi,umeshswaminathan@okaxis,48000,plastics_packaging,SUCCESS,REF119012
UPI89834104,2026-03-13T19:16:55.389Z,customer_9222@upi,manishprasad@okaxis,5000,retail,SUCCESS,REF660289
UPI48822916,2026-04-17T19:16:55.389Z,customer_8503@upi,divyamalhotra@okaxis,1200,plastics_packaging,SUCCESS,REF409668
UPI96955246,2026-06-08T19:16:55.389Z,vikasjha@okaxis,customer_5281@upi,75000,manufacturing,SUCCESS,REF597704
UPI97286651,2026-04-26T19:16:55.389Z,customer_7863@upi,manishmenon@okaxis,500,manufacturing,SUCCESS,REF821620
UPI49539351,2026-08-21T19:16:55.389Z,customer_5220@upi,sachinnambiar@okaxis,48000,services,SUCCESS,REF445304
UPI50102237,2026-03-09T19:16:55.389Z,customer_7992@upi,bhavnashah@okaxis,500,plastics_packaging,SUCCESS,REF599313
UPI42030864,2026-07-10T19:16:55.389Z,mukeshmenon@okaxis,customer_5483@upi,25000,plastics_packaging,SUCCESS,REF480868
UPI75047453,2026-06-03T19:16:55.389Z,customer_9667@upi,haripillai@okaxis,1200,textile,SUCCESS,REF553858
UPI85540895,2026-05-18T19:16:55.389Z,customer_6181@upi,rahulsharma@okaxis,2500,pharma_distribution,SUCCESS,REF948838
UPI96566743,2026-05-11T19:16:55.389Z,nehachauhan@okaxis,customer_1332@upi,2500,manufacturing,SUCCESS,REF463032
UPI27847222,2026-03-07T19:16:55.389Z,customer_3092@upi,chetanmishra@okaxis,1200,food_processing,SUCCESS,REF660327
UPI15771219,2026-07-22T19:16:55.389Z,harishmishra@okaxis,customer_8100@upi,2500,auto_ancillary,SUCCESS,REF671280
UPI73394290,2026-05-11T19:16:55.389Z,divyasingh@okaxis,customer_3661@upi,25000,plastics_packaging,SUCCESS,REF693113
UPI80438657,2026-06-12T19:16:55.389Z,customer_2747@upi,manishmenon@okaxis,15000,manufacturing,SUCCESS,REF689714
UPI13293209,2026-04-09T19:16:55.389Z,rahulsharma@okaxis,customer_3998@upi,1200,pharma_distribution,SUCCESS,REF591639
UPI55013503,2026-07-26T19:16:55.389Z,customer_2719@upi,jagdishbansal@okaxis,500,manufacturing,SUCCESS,REF196111
UPI45321759,2026-04-10T19:16:55.389Z,krishnachopra@okaxis,customer_7882@upi,5000,manufacturing,SUCCESS,REF567017
UPI70606867,2026-07-19T19:16:55.389Z,customer_2125@upi,rahulsharma@okaxis,25000,pharma_distribution,SUCCESS,REF634915
UPI33924382,2026-07-12T19:16:55.389Z,customer_6756@upi,vikasgupta@okaxis,75000,plastics_packaging,SUCCESS,REF697025
UPI94996527,2026-03-14T19:16:55.389Z,sameermishra@okaxis,customer_8745@upi,15000,auto_ancillary,SUCCESS,REF217237
UPI90212191,2026-06-11T19:16:55.389Z,customer_1732@upi,sunilkulkarni@okaxis,75000,fmcg_wholesale,SUCCESS,REF726107
UPI92626929,2026-04-15T19:16:55.389Z,subhashbhattacharya@okaxis,customer_6022@upi,8500,services,SUCCESS,REF320856
UPI41962962,2026-04-07T19:16:55.389Z,customer_4587@upi,sureshghosh@okaxis,500,electronics_hardware,SUCCESS,REF465374
UPI64609182,2026-06-27T19:16:55.390Z,customer_2067@upi,jagdishnaik@okaxis,25000,food_processing,SUCCESS,REF790216
UPI43621141,2026-05-17T19:16:55.390Z,customer_8767@upi,sanjaychauhan@okaxis,8500,retail,SUCCESS,REF792604
UPI58721064,2026-07-05T19:16:55.390Z,harishmishra@okaxis,customer_3659@upi,15000,auto_ancillary,SUCCESS,REF336427
UPI76297839,2026-03-27T19:16:55.390Z,jagdishghosh@okaxis,customer_2382@upi,75000,pharma_distribution,SUCCESS,REF752241
UPI59407021,2026-05-04T19:16:55.390Z,customer_5241@upi,krishnachatterjee@okaxis,500,textile,SUCCESS,REF237268
UPI47770833,2026-06-24T19:16:55.390Z,customer_5210@upi,rahuljoshi@okaxis,2500,auto_ancillary,SUCCESS,REF655397
UPI27778163,2026-03-20T19:16:55.390Z,customer_1926@upi,nehaiyer@okaxis,8500,plastics_packaging,SUCCESS,REF537183
UPI42484567,2026-03-23T19:16:55.390Z,customer_3695@upi,vikasgupta@okaxis,75000,plastics_packaging,SUCCESS,REF379849
UPI91612268,2026-03-21T19:16:55.390Z,customer_8490@upi,pranavdeshmukh@okaxis,75000,services,SUCCESS,REF447283
UPI91550154,2026-06-21T19:16:55.390Z,jagdishchopra@okaxis,customer_8949@upi,5000,textile,SUCCESS,REF970042
UPI75353780,2026-07-24T19:16:55.390Z,prashantchopra@okaxis,customer_3378@upi,500,auto_ancillary,SUCCESS,REF245347
UPI92745370,2026-04-05T19:16:55.390Z,rameshyadav@okaxis,customer_3749@upi,15000,food_processing,SUCCESS,REF537087
UPI80113811,2026-07-19T19:16:55.390Z,customer_4701@upi,vikasgupta@okaxis,8500,plastics_packaging,SUCCESS,REF175817
UPI60514660,2026-05-29T19:16:55.390Z,customer_3540@upi,amitnaik@okaxis,5000,electronics_hardware,SUCCESS,REF658761
UPI43670138,2026-08-23T19:16:55.390Z,customer_8237@upi,krishnavarma@okaxis,500,services,SUCCESS,REF849807
UPI75969135,2026-06-28T19:16:55.390Z,sanjaydesai@okaxis,customer_6432@upi,48000,textile,SUCCESS,REF779510
UPI80467206,2026-04-18T19:16:55.390Z,shilpasinghal@okaxis,customer_3431@upi,48000,textile,SUCCESS,REF645092
UPI26886574,2026-06-05T19:16:55.390Z,anildeshmukh@okaxis,customer_3205@upi,1200,plastics_packaging,SUCCESS,REF410443
UPI71616126,2026-05-04T19:16:55.390Z,krishnasharma@okaxis,customer_4393@upi,1200,fmcg_wholesale,SUCCESS,REF906118
UPI37711419,2026-04-08T19:16:55.390Z,priyasharma@okaxis,customer_2301@upi,2500,textile,SUCCESS,REF129340
UPI34894675,2026-08-21T19:16:55.390Z,sujatanair@okaxis,customer_5901@upi,500,services,SUCCESS,REF943996
UPI59554783,2026-08-16T19:16:55.390Z,manishshah@okaxis,customer_6833@upi,5000,food_processing,SUCCESS,REF480644
UPI14747299,2026-05-13T19:16:55.390Z,customer_8401@upi,snehasingh@okaxis,25000,plastics_packaging,SUCCESS,REF836504
UPI60194444,2026-04-29T19:16:55.390Z,customer_6577@upi,anilreddy@okaxis,5000,food_processing,SUCCESS,REF575466
UPI32285108,2026-05-29T19:16:55.390Z,customer_4002@upi,rameshbansal@okaxis,15000,services,SUCCESS,REF328086
UPI94074845,2026-08-16T19:16:55.390Z,prakashpatil@okaxis,customer_2979@upi,500,pharma_distribution,SUCCESS,REF891585
UPI95285879,2026-07-10T19:16:55.390Z,ishareddy@okaxis,customer_4482@upi,2500,pharma_distribution,SUCCESS,REF129853
UPI72307098,2026-03-20T19:16:55.390Z,deepaktrivedi@okaxis,customer_4150@upi,15000,fmcg_wholesale,SUCCESS,REF373445
UPI88194058,2026-08-07T19:16:55.390Z,customer_3287@upi,karannambiar@okaxis,500,plastics_packaging,SUCCESS,REF219583
UPI42668981,2026-04-14T19:16:55.390Z,customer_7866@upi,jagdishbansal@okaxis,15000,manufacturing,SUCCESS,REF432156
UPI82120756,2026-08-03T19:16:55.390Z,customer_6527@upi,deepakagarwal@okaxis,2500,electronics_hardware,SUCCESS,REF541720
UPI79604938,2026-04-30T19:16:55.390Z,customer_8574@upi,sameerpandey@okaxis,48000,pharma_distribution,SUCCESS,REF545497
UPI74843750,2026-08-20T19:16:55.390Z,sujatapatel@okaxis,customer_6980@upi,2500,food_processing,SUCCESS,REF507376
UPI54226080,2026-07-31T19:16:55.390Z,customer_1383@upi,nitinbose@okaxis,15000,textile,SUCCESS,REF757912
UPI60807484,2026-05-07T19:16:55.390Z,customer_9090@upi,prakashshetty@okaxis,1200,textile,SUCCESS,REF894328
UPI94310185,2026-08-19T19:16:55.390Z,customer_1072@upi,nehasrivastava@okaxis,1200,retail,SUCCESS,REF280513
UPI71123070,2026-03-25T19:16:55.390Z,customer_5969@upi,saurabhchauhan@okaxis,8500,manufacturing,SUCCESS,REF947021
UPI24301697,2026-03-15T19:16:55.390Z,manishmenon@okaxis,customer_4085@upi,500,manufacturing,SUCCESS,REF291076
UPI93568287,2026-04-24T19:16:55.390Z,ajaynair@okaxis,customer_7394@upi,2500,fmcg_wholesale,SUCCESS,REF576566
UPI35311728,2026-07-25T19:16:55.390Z,customer_1533@upi,ajayshah@okaxis,75000,food_processing,SUCCESS,REF134047
UPI52587577,2026-06-05T19:16:55.390Z,arjunkhan@okaxis,customer_1810@upi,2500,retail,SUCCESS,REF460740
UPI65118055,2026-03-20T19:16:55.390Z,vikasgupta@okaxis,customer_7195@upi,5000,plastics_packaging,SUCCESS,REF420536
UPI29292052,2026-08-22T19:16:55.390Z,customer_5327@upi,kavitachopra@okaxis,15000,auto_ancillary,SUCCESS,REF943989
UPI48165123,2026-07-28T19:16:55.390Z,deepakswaminathan@okaxis,customer_1513@upi,500,electronics_hardware,SUCCESS,REF428321
UPI91459490,2026-05-18T19:16:55.390Z,customer_8724@upi,ashoksharma@okaxis,15000,pharma_distribution,SUCCESS,REF637422
UPI45564043,2026-07-01T19:16:55.390Z,sujatapatel@okaxis,customer_7600@upi,25000,food_processing,SUCCESS,REF601847
UPI93534336,2026-03-08T19:16:55.390Z,ganeshroy@okaxis,customer_2446@upi,75000,pharma_distribution,SUCCESS,REF118819
UPI75092592,2026-05-08T19:16:55.390Z,customer_2234@upi,vikrampatil@okaxis,15000,pharma_distribution,SUCCESS,REF252226
UPI76627700,2026-03-07T19:16:55.390Z,customer_7602@upi,tarunsinghal@okaxis,75000,food_processing,SUCCESS,REF832623
UPI91195216,2026-04-16T19:16:55.390Z,aditinaik@okaxis,customer_3858@upi,500,auto_ancillary,SUCCESS,REF357233
UPI98517361,2026-03-05T19:16:55.390Z,rahulsharma@okaxis,customer_4972@upi,8500,pharma_distribution,SUCCESS,REF989945
UPI24983024,2026-03-21T19:16:55.390Z,customer_4584@upi,amitjain@okaxis,5000,manufacturing,SUCCESS,REF661315
UPI33647762,2026-06-09T19:16:55.390Z,umeshtrivedi@okaxis,customer_4999@upi,5000,plastics_packaging,SUCCESS,REF168564
UPI64233796,2026-05-20T19:16:55.390Z,customer_7189@upi,sunilbhattacharya@okaxis,1200,food_processing,SUCCESS,REF975582
UPI63130015,2026-08-27T19:16:55.390Z,customer_6794@upi,rahuliyer@okaxis,48000,services,SUCCESS,REF912924
UPI93391975,2026-03-06T19:16:55.390Z,customer_5119@upi,umeshbhatia@okaxis,15000,services,SUCCESS,REF377812
UPI54741898,2026-07-10T19:16:55.390Z,kiranpatil@okaxis,customer_8136@upi,8500,plastics_packaging,SUCCESS,REF134135
UPI93568672,2026-07-18T19:16:55.390Z,subhashmehta@okaxis,customer_4484@upi,2500,manufacturing,SUCCESS,REF612449
UPI82927854,2026-07-14T19:16:55.390Z,customer_3469@upi,umeshtrivedi@okaxis,48000,plastics_packaging,SUCCESS,REF909976
UPI62541666,2026-08-21T19:16:55.390Z,customer_7062@upi,rahuliyer@okaxis,5000,services,SUCCESS,REF190605
UPI18798996,2026-06-03T19:16:55.390Z,customer_5903@upi,shilpasinghal@okaxis,15000,textile,SUCCESS,REF584891
UPI84755401,2026-07-24T19:16:55.390Z,customer_8297@upi,pranavdeshmukh@okaxis,75000,services,SUCCESS,REF790057
UPI80133101,2026-04-10T19:16:55.390Z,customer_3217@upi,anilreddy@okaxis,25000,food_processing,SUCCESS,REF169992
UPI11320987,2026-04-30T19:16:55.390Z,pradeepbansal@okaxis,customer_1301@upi,25000,electronics_hardware,SUCCESS,REF755250
UPI91374614,2026-04-21T19:16:55.390Z,customer_9855@upi,deepakagarwal@okaxis,25000,electronics_hardware,SUCCESS,REF843055
UPI10016203,2026-06-17T19:16:55.390Z,rakeshsaxena@okaxis,customer_4851@upi,8500,fmcg_wholesale,SUCCESS,REF897295
UPI63634645,2026-04-21T19:16:55.390Z,rahulkhan@okaxis,customer_7928@upi,15000,textile,SUCCESS,REF148526
UPI95285493,2026-04-17T19:16:55.390Z,krishnavarma@okaxis,customer_7392@upi,2500,services,SUCCESS,REF993969
UPI24690972,2026-04-01T19:16:55.390Z,customer_2214@upi,harishmishra@okaxis,15000,auto_ancillary,SUCCESS,REF497515
UPI78239969,2026-05-22T19:16:55.390Z,customer_7034@upi,nehashetty@okaxis,500,electronics_hardware,SUCCESS,REF489718
UPI88988040,2026-07-28T19:16:55.390Z,customer_9158@upi,saurabhsinghal@okaxis,8500,auto_ancillary,SUCCESS,REF267800
UPI26657407,2026-03-05T19:16:55.390Z,prashantchopra@okaxis,customer_3557@upi,500,fmcg_wholesale,SUCCESS,REF695652
UPI47636959,2026-08-17T19:16:55.390Z,customer_6870@upi,mukeshchatterjee@okaxis,500,services,SUCCESS,REF803827
UPI64982253,2026-03-12T19:16:55.390Z,customer_5403@upi,snehatrivedi@okaxis,1200,pharma_distribution,SUCCESS,REF389548
UPI98415509,2026-04-13T19:16:55.390Z,customer_8128@upi,saurabhdutta@okaxis,15000,plastics_packaging,SUCCESS,REF516705
UPI54325617,2026-07-25T19:16:55.390Z,customer_6685@upi,gitajain@okaxis,15000,pharma_distribution,SUCCESS,REF115852
UPI15768132,2026-03-09T19:16:55.390Z,customer_4378@upi,prakashroy@okaxis,2500,fmcg_wholesale,SUCCESS,REF384212
UPI52465277,2026-08-10T19:16:55.390Z,customer_6179@upi,nikhilsen@okaxis,1200,food_processing,SUCCESS,REF785675
UPI90805941,2026-03-30T19:16:55.390Z,customer_5729@upi,meeradesai@okaxis,8500,food_processing,SUCCESS,REF150794
UPI23845679,2026-08-04T19:16:55.390Z,customer_5331@upi,sameerpandey@okaxis,25000,pharma_distribution,SUCCESS,REF176793
UPI61306712,2026-03-18T19:16:55.390Z,customer_5959@upi,rameshpillai@okaxis,48000,manufacturing,SUCCESS,REF527561
UPI59577932,2026-03-13T19:16:55.390Z,customer_3252@upi,naveenshetty@okaxis,15000,fmcg_wholesale,SUCCESS,REF833653
UPI81714891,2026-06-18T19:16:55.390Z,karannambiar@okaxis,customer_7514@upi,8500,plastics_packaging,SUCCESS,REF592291
UPI27439814,2026-08-10T19:16:55.390Z,customer_6718@upi,anilchopra@okaxis,5000,food_processing,SUCCESS,REF567364
UPI43141589,2026-06-20T19:16:55.390Z,gitadutta@okaxis,customer_7504@upi,500,retail,SUCCESS,REF289429
UPI91875771,2026-05-03T19:16:55.390Z,rituyadav@okaxis,customer_1176@upi,8500,fmcg_wholesale,SUCCESS,REF655706
UPI33364583,2026-05-13T19:16:55.390Z,customer_7707@upi,haribose@okaxis,25000,retail,SUCCESS,REF830084
UPI33996913,2026-08-08T19:16:55.390Z,customer_8735@upi,rajeshiyer@okaxis,15000,textile,SUCCESS,REF243121
UPI46828317,2026-04-02T19:16:55.390Z,customer_3567@upi,prakashmishra@okaxis,8500,pharma_distribution,SUCCESS,REF292037
UPI71581018,2026-07-02T19:16:55.390Z,ishareddy@okaxis,customer_8174@upi,48000,pharma_distribution,SUCCESS,REF340721
UPI24643904,2026-08-22T19:16:55.390Z,customer_6196@upi,nehaiyer@okaxis,1200,plastics_packaging,SUCCESS,REF619729
UPI29072530,2026-04-02T19:16:55.390Z,customer_4937@upi,umeshbhatia@okaxis,15000,services,SUCCESS,REF326284
UPI44589120,2026-07-29T19:16:55.390Z,customer_7371@upi,saurabhsinghal@okaxis,15000,auto_ancillary,SUCCESS,REF824274
UPI97582561,2026-08-17T19:16:55.390Z,naveenmukherjee@okaxis,customer_8135@upi,48000,retail,SUCCESS,REF444255
UPI31108410,2026-05-17T19:16:55.390Z,rameshbansal@okaxis,customer_4537@upi,15000,services,SUCCESS,REF683449
UPI34888888,2026-08-15T19:16:55.390Z,customer_4547@upi,rameshpillai@okaxis,75000,manufacturing,SUCCESS,REF405744
UPI65312885,2026-08-07T19:16:55.390Z,vijayverma@okaxis,customer_4804@upi,2500,retail,SUCCESS,REF541697
UPI45435956,2026-03-03T19:16:55.390Z,customer_1615@upi,amitiyer@okaxis,8500,textile,SUCCESS,REF388530
UPI34980324,2026-03-10T19:16:55.390Z,raviverma@okaxis,customer_7952@upi,48000,retail,SUCCESS,REF810131
UPI10334876,2026-08-08T19:16:55.390Z,customer_4452@upi,tarunyadav@okaxis,8500,plastics_packaging,SUCCESS,REF837056
UPI64555169,2026-03-04T19:16:55.390Z,customer_4423@upi,meeradesai@okaxis,1200,food_processing,SUCCESS,REF266527
UPI37363425,2026-04-21T19:16:55.390Z,naveenmukherjee@okaxis,customer_7836@upi,500,retail,SUCCESS,REF162434
UPI15148533,2026-03-07T19:16:55.390Z,customer_6330@upi,rakeshdutta@okaxis,8500,electronics_hardware,SUCCESS,REF355331
UPI80966049,2026-06-03T19:16:55.390Z,bhavnabansal@okaxis,customer_3210@upi,8500,auto_ancillary,SUCCESS,REF242442
UPI34538194,2026-07-08T19:16:55.390Z,customer_3449@upi,haripillai@okaxis,25000,textile,SUCCESS,REF187654
UPI72253858,2026-05-13T19:16:55.390Z,customer_9686@upi,arjunkhan@okaxis,500,retail,SUCCESS,REF821523
UPI87168595,2026-06-20T19:16:55.390Z,sachinnambiar@okaxis,customer_6226@upi,8500,services,SUCCESS,REF241273
UPI19004629,2026-05-18T19:16:55.390Z,customer_3042@upi,saurabhdutta@okaxis,8500,food_processing,SUCCESS,REF810790
UPI84150848,2026-03-15T19:16:55.390Z,customer_4771@upi,kavitakumar@okaxis,2500,fmcg_wholesale,SUCCESS,REF360632
UPI75662808,2026-05-08T19:16:55.390Z,customer_3721@upi,manishmenon@okaxis,75000,manufacturing,SUCCESS,REF188020
UPI73262731,2026-06-01T19:16:55.390Z,snehamishra@okaxis,customer_5863@upi,8500,pharma_distribution,SUCCESS,REF156844
UPI43339506,2026-03-28T19:16:55.390Z,customer_8836@upi,naveensrivastava@okaxis,75000,manufacturing,SUCCESS,REF697658
UPI38948688,2026-08-08T19:16:55.390Z,sanjaymishra@okaxis,customer_3946@upi,48000,retail,SUCCESS,REF907685
UPI99812500,2026-03-07T19:16:55.390Z,customer_2164@upi,saurabhdutta@okaxis,15000,food_processing,SUCCESS,REF850814
UPI32319830,2026-07-03T19:16:55.390Z,vikasjha@okaxis,customer_3130@upi,75000,manufacturing,SUCCESS,REF857600
UPI59526234,2026-04-13T19:16:55.390Z,customer_6149@upi,sujataswaminathan@okaxis,1200,fmcg_wholesale,SUCCESS,REF525266
UPI91153935,2026-03-17T19:16:55.390Z,customer_9194@upi,chetankhan@okaxis,25000,retail,SUCCESS,REF117700
UPI43591820,2026-07-22T19:16:55.390Z,sameermishra@okaxis,customer_4903@upi,2500,auto_ancillary,SUCCESS,REF765459
UPI39895447,2026-05-31T19:16:55.390Z,customer_9582@upi,divyashetty@okaxis,25000,food_processing,SUCCESS,REF765763
UPI39787037,2026-07-15T19:16:55.390Z,customer_8203@upi,jagdishbansal@okaxis,25000,pharma_distribution,SUCCESS,REF582503
UPI69655478,2026-06-05T19:16:55.390Z,tarunpatel@okaxis,customer_4405@upi,48000,plastics_packaging,SUCCESS,REF346234
UPI62556327,2026-07-19T19:16:55.390Z,amitiyer@okaxis,customer_4494@upi,8500,textile,SUCCESS,REF654178
UPI28211805,2026-03-22T19:16:55.390Z,customer_7441@upi,mukeshmenon@okaxis,8500,plastics_packaging,SUCCESS,REF370223
UPI13010802,2026-08-28T19:16:55.390Z,customer_9887@upi,naveenshetty@okaxis,8500,fmcg_wholesale,SUCCESS,REF424926
UPI30008873,2026-03-25T19:16:55.390Z,sameerpandey@okaxis,customer_8135@upi,5000,pharma_distribution,SUCCESS,REF115509
UPI48928240,2026-04-17T19:16:55.390Z,customer_6159@upi,divyamalhotra@okaxis,1200,plastics_packaging,SUCCESS,REF305860
UPI46157793,2026-04-20T19:16:55.390Z,customer_2597@upi,naveensrivastava@okaxis,2500,manufacturing,SUCCESS,REF926535
UPI24753086,2026-06-28T19:16:55.390Z,customer_1755@upi,madhavsingh@okaxis,2500,textile,SUCCESS,REF874756
UPI94436342,2026-04-18T19:16:55.390Z,customer_3606@upi,harishmishra@okaxis,5000,auto_ancillary,SUCCESS,REF314413
UPI71596450,2026-05-19T19:16:55.390Z,customer_8787@upi,shilpasrivastava@okaxis,75000,services,SUCCESS,REF876060
UPI39288966,2026-05-19T19:16:55.390Z,customer_2605@upi,deepakswaminathan@okaxis,500,electronics_hardware,SUCCESS,REF156921
UPI67236111,2026-04-10T19:16:55.390Z,krishnachopra@okaxis,customer_8031@upi,1200,manufacturing,SUCCESS,REF320883
UPI81826774,2026-06-14T19:16:55.390Z,customer_9706@upi,subhashreddy@okaxis,15000,fmcg_wholesale,SUCCESS,REF198503
UPI66116512,2026-06-08T19:16:55.390Z,customer_9933@upi,naveenmukherjee@okaxis,25000,retail,SUCCESS,REF587002
UPI49827546,2026-04-07T19:16:55.390Z,customer_9686@upi,manishbose@okaxis,8500,manufacturing,SUCCESS,REF250270
UPI69348765,2026-07-19T19:16:55.390Z,customer_4604@upi,gitadutta@okaxis,75000,retail,SUCCESS,REF618861
UPI97735725,2026-03-16T19:16:55.390Z,customer_4991@upi,prakashpatil@okaxis,1200,pharma_distribution,SUCCESS,REF290000
UPI34710648,2026-04-25T19:16:55.390Z,customer_7820@upi,sachinnambiar@okaxis,2500,services,SUCCESS,REF927573
UPI26662422,2026-03-22T19:16:55.390Z,customer_1731@upi,jagdishchatterjee@okaxis,500,auto_ancillary,SUCCESS,REF262137
UPI36646604,2026-03-22T19:16:55.390Z,ishareddy@okaxis,customer_5028@upi,5000,pharma_distribution,SUCCESS,REF990914
UPI14385416,2026-06-17T19:16:55.390Z,customer_1684@upi,nehashetty@okaxis,5000,electronics_hardware,SUCCESS,REF477793
UPI36267746,2026-07-02T19:16:55.390Z,customer_9337@upi,divyamalhotra@okaxis,48000,plastics_packaging,SUCCESS,REF853329
UPI55349151,2026-07-12T19:16:55.390Z,manishshah@okaxis,customer_9294@upi,1200,food_processing,SUCCESS,REF814745
UPI71351851,2026-04-01T19:16:55.390Z,customer_8526@upi,manishmenon@okaxis,25000,manufacturing,SUCCESS,REF625929
UPI90664737,2026-06-09T19:16:55.390Z,bhavnamukherjee@okaxis,customer_8673@upi,1200,plastics_packaging,SUCCESS,REF517438
UPI56343364,2026-03-06T19:16:55.390Z,customer_8039@upi,umeshjoshi@okaxis,5000,electronics_hardware,SUCCESS,REF586493
UPI18109953,2026-03-21T19:16:55.390Z,customer_9598@upi,bhavnachatterjee@okaxis,1200,auto_ancillary,SUCCESS,REF396983
UPI92353395,2026-07-26T19:16:55.390Z,customer_7988@upi,divyashetty@okaxis,75000,food_processing,SUCCESS,REF979463
UPI32129243,2026-03-13T19:16:55.390Z,customer_9514@upi,aditipillai@okaxis,1200,textile,SUCCESS,REF231157
UPI27159722,2026-05-30T19:16:55.390Z,customer_4149@upi,rohitnaik@okaxis,25000,food_processing,SUCCESS,REF615952
UPI33833719,2026-06-09T19:16:55.390Z,customer_6531@upi,rahulmalhotra@okaxis,500,services,SUCCESS,REF364405
UPI65206790,2026-08-18T19:16:55.390Z,vikrampatil@okaxis,customer_3967@upi,2500,pharma_distribution,SUCCESS,REF573738
UPI91001157,2026-05-14T19:16:55.390Z,customer_9429@upi,jagdishbansal@okaxis,2500,manufacturing,SUCCESS,REF307839
UPI87605709,2026-08-01T19:16:55.390Z,raviswaminathan@okaxis,customer_3554@upi,15000,electronics_hardware,SUCCESS,REF397264
UPI58076003,2026-07-12T19:16:55.390Z,customer_8650@upi,rakeshsaxena@okaxis,15000,fmcg_wholesale,SUCCESS,REF639236
UPI22134259,2026-08-17T19:16:55.390Z,subhashreddy@okaxis,customer_6688@upi,25000,fmcg_wholesale,SUCCESS,REF297642
UPI66169367,2026-07-20T19:16:55.390Z,customer_7307@upi,bhavnashah@okaxis,2500,plastics_packaging,SUCCESS,REF103040
UPI93236882,2026-06-06T19:16:55.390Z,customer_4812@upi,gitajain@okaxis,1200,pharma_distribution,SUCCESS,REF352650
UPI83059027,2026-03-31T19:16:55.390Z,varunmehta@okaxis,customer_4176@upi,500,electronics_hardware,SUCCESS,REF510362
UPI52024691,2026-05-20T19:16:55.390Z,customer_8038@upi,divyasingh@okaxis,500,plastics_packaging,SUCCESS,REF306732
UPI73189429,2026-05-16T19:16:55.390Z,sanjaymishra@okaxis,customer_9703@upi,48000,retail,SUCCESS,REF538981
